customer_id,first_name,last_name,email,country,signup_date,updated_at
C-00145,Liam,Haddad,liam.haddad145@example.com,US,2025-01-28,2025-02-11 00:00:00
C-00146,Omar,Garcia,omar.garcia146@example.com,US,2024-10-06,2024-11-16 00:00:00
C-00147,Lucas,Wilson,lucas.wilson147@example.com,US,2024-06-09,2025-03-11 00:00:00
C-00148,Marco,Tanaka,marco.tanaka148@example.com,CA,2024-07-06,2024-07-08 00:00:00
C-00149,Noah,Walker,noah.walker149@example.com,UK,2025-06-09,2025-08-04 00:00:00
C-00150,Priya,Garcia,,US,2025-04-23,2025-05-02 00:00:00
C-00151,Victor,Jackson,victor.jackson151@example.com,CA,2024-08-01,2024-09-03 00:00:00
C-00152,Elena,Harris,elena.harris152@example.com,US,2025-03-10,2025-09-12 00:00:00
C-00153,Ava,Weber,ava.weber153@example.com,US,2024-12-08,2025-02-18 00:00:00
C-00154,Anya,Iyer,anya.iyer154@example.com,AU,2024-07-06,2024-12-23 00:00:00
C-00155,Sofia,Anderson,sofia.anderson155@example.com,US,2024-09-01,2025-02-25 00:00:00
C-00156,Jonas,Hall,jonas.hall156@example.com,US,2025-03-02,2025-11-11 00:00:00
C-00157,Priya,Martin,priya.martin157@example.com,US,2024-12-15,2024-12-16 00:00:00
C-00158,Elena,Martinez,elena.martinez158@example.com,US,2024-09-21,2025-06-04 00:00:00
C-00159,Victor,Costa,victor.costa159@example.com,CA,2024-12-31,2025-07-04 00:00:00
C-00160,Mira,Okafor,mira.okafor160@example.com,US,2024-12-01,2025-01-18 00:00:00
C-00161,Nina,Novak,,UK,2025-05-25,2026-01-11 00:00:00
C-00162,Ethan,Rossi,ethan.rossi162@example.com,UK,2025-07-04,2026-03-17 00:00:00
C-00163,Mira,Silva,mira.silva163@example.com,JP,2024-09-25,2024-12-10 00:00:00
C-00164,Jonas,Smith,jonas.smith164@example.com,US,2024-09-08,2025-06-10 00:00:00
C-00165,Elena,Haddad,elena.haddad165@example.com,US,2025-01-09,2025-05-25 00:00:00
C-00166,Elena,White,,US,2025-06-23,2025-12-21 00:00:00
C-00167,Maya,Costa,maya.costa167@example.com,UK,2025-05-30,2026-03-21 00:00:00
C-00168,Sam,Thomas,sam.thomas168@example.com,US,2024-07-02,2024-10-18 00:00:00
C-00169,Maya,Patel,maya.patel169@example.com,UK,2025-03-21,2025-11-19 00:00:00
C-00170,Amara,Davis,amara.davis170@example.com,US,2024-07-30,2024-11-02 00:00:00
C-00171,Wren,Iyer,wren.iyer171@example.com,US,2025-01-06,2025-09-02 00:00:00
C-00172,Aisha,Davis,aisha.davis172@example.com,US,2024-07-16,2025-01-12 00:00:00
C-00173,Hana,White,hana.white173@example.com,US,2024-09-27,2024-11-30 00:00:00
C-00174,Diego,Anderson,diego.anderson174@example.com,US,2024-12-24,2025-04-27 00:00:00
C-00175,Lucas,Dubois,lucas.dubois175@example.com,US,2025-02-10,2025-05-16 00:00:00
C-00176,Amara,Muller,amara.muller176@example.com,CA,2025-04-26,2025-05-19 00:00:00
C-00177,Diego,Lewis,diego.lewis177@example.com,US,2025-05-11,2025-05-19 00:00:00
C-00178,Wren,Moore,wren.moore178@example.com,CA,2025-03-22,2025-07-03 00:00:00
C-00179,Liam,Dubois,liam.dubois179@example.com,US,2024-11-01,2024-11-06 00:00:00
C-00180,Lucas,Anderson,lucas.anderson180@example.com,US,2025-03-08,2025-04-26 00:00:00
C-00181,Elena,Brown,,UK,2025-02-19,2025-09-24 00:00:00
C-00182,Anya,Lewis,anya.lewis182@example.com,US,2025-05-05,2025-12-03 00:00:00
C-00183,Nina,Martinez,nina.martinez183@example.com,AU,2024-09-29,2025-05-08 00:00:00
C-00184,Wren,Muller,wren.muller184@example.com,DE,2025-04-27,2025-07-31 00:00:00
C-00185,Ravi,Harris,ravi.harris185@example.com,UK,2024-07-20,2025-04-13 00:00:00
C-00186,Marco,Silva,marco.silva186@example.com,CA,2024-07-30,2025-01-24 00:00:00
C-00187,Wren,Nguyen,,US,2024-09-03,2024-10-10 00:00:00
C-00188,Jonas,Harris,jonas.harris188@example.com,US,2025-04-07,2025-05-20 00:00:00
C-00189,Zoe,Martin,zoe.martin189@example.com,US,2025-02-24,2025-09-19 00:00:00
C-00190,Dante,Nguyen,dante.nguyen190@example.com,CA,2024-06-25,2024-08-15 00:00:00
C-00191,Marco,Taylor,marco.taylor191@example.com,US,2025-04-14,2025-09-13 00:00:00
C-00192,Cleo,Jackson,cleo.jackson192@example.com,US,2024-07-19,2025-05-12 00:00:00
C-00193,Ethan,Martin,ethan.martin193@example.com,US,2024-09-14,2024-09-15 00:00:00
C-00194,Mira,Garcia,mira.garcia194@example.com,US,2025-06-05,2025-06-09 00:00:00
C-00195,Maya,Clark,maya.clark195@example.com,US,2025-01-08,2025-11-01 00:00:00
C-00196,Ali,Hall,ali.hall196@example.com,US,2025-01-18,2025-07-12 00:00:00
C-00197,Rosa,Okafor,rosa.okafor197@example.com,US,2024-11-03,2024-12-11 00:00:00
C-00198,Nina,Wilson,nina.wilson198@example.com,US,2025-01-16,2025-10-12 00:00:00
C-00199,Cleo,Davis,cleo.davis199@example.com,CA,2024-07-07,2025-03-28 00:00:00
C-00200,Ali,Harris,ali.harris200@example.com,US,2024-11-14,2025-04-23 00:00:00
C-00201,Arjun,Rossi,arjun.rossi201@example.com,UK,2024-08-06,2025-02-08 00:00:00
C-00202,Ivy,Patel,ivy.patel202@example.com,UK,2024-08-12,2024-11-01 00:00:00
C-00203,Tara,Clark,tara.clark203@example.com,AU,2025-03-16,2025-03-31 00:00:00
C-00204,Priya,Kim,priya.kim204@example.com,US,2024-11-26,2025-05-23 00:00:00
C-00205,Sofia,Anderson,sofia.anderson205@example.com,CA,2024-07-23,2024-10-19 00:00:00
C-00206,Nora,Chen,nora.chen206@example.com,US,2024-10-16,2025-05-03 00:00:00
C-00207,Omar,White,omar.white207@example.com,US,2025-06-26,2026-03-03 00:00:00
C-00208,Nina,Muller,nina.muller208@example.com,US,2024-08-15,2024-08-20 00:00:00
C-00209,June,Rossi,june.rossi209@example.com,US,2024-06-21,2024-12-16 00:00:00
C-00210,Cleo,Lee,cleo.lee210@example.com,US,2024-08-02,2024-10-10 00:00:00
C-00211,Mira,Patel,mira.patel211@example.com,US,2025-05-05,2026-01-22 00:00:00
C-00212,Rosa,Thomas,rosa.thomas212@example.com,US,2025-05-02,2025-07-17 00:00:00
C-00213,Jonas,Ali,jonas.ali213@example.com,US,2025-02-03,2025-08-05 00:00:00
C-00214,Sofia,Muller,sofia.muller214@example.com,CA,2024-08-14,2025-01-27 00:00:00
C-00215,Ali,Brown,ali.brown215@example.com,US,2024-12-28,2025-04-25 00:00:00
C-00216,Victor,Walker,victor.walker216@example.com,IN,2025-03-28,2025-10-17 00:00:00
C-00217,Ravi,Iyer,ravi.iyer217@example.com,US,2024-12-31,2025-08-05 00:00:00
C-00218,Tara,Jackson,tara.jackson218@example.com,US,2025-04-02,2025-09-19 00:00:00
C-00219,Victor,Walker,victor.walker219@example.com,BR,2024-09-16,2025-05-01 00:00:00
C-00220,Jonas,Weber,jonas.weber220@example.com,CA,2025-03-15,2026-01-04 00:00:00
C-00221,Sam,Clark,sam.clark221@example.com,US,2024-07-30,2024-12-02 00:00:00
C-00222,Omar,Hall,omar.hall222@example.com,UK,2025-06-05,2025-11-06 00:00:00
C-00223,Leo,Dubois,leo.dubois223@example.com,UK,2025-06-13,2025-06-16 00:00:00
C-00224,Kai,Garcia,kai.garcia224@example.com,UK,2024-06-15,2025-02-08 00:00:00
C-00225,Sam,Rossi,sam.rossi225@example.com,CA,2024-10-22,2025-03-27 00:00:00
C-00226,Diego,Lee,diego.lee226@example.com,UK,2024-11-19,2025-03-21 00:00:00
C-00227,Victor,Robinson,victor.robinson227@example.com,US,2025-06-11,2025-07-09 00:00:00
C-00228,Ava,Martinez,ava.martinez228@example.com,US,2025-04-05,2025-12-27 00:00:00
C-00229,Mateo,Nguyen,mateo.nguyen229@example.com,US,2025-02-18,2025-06-16 00:00:00
C-00230,Dante,Johnson,dante.johnson230@example.com,UK,2024-08-04,2025-02-24 00:00:00
C-00231,Elena,Silva,elena.silva231@example.com,AU,2024-12-05,2025-01-18 00:00:00
C-00232,Tara,Okafor,tara.okafor232@example.com,US,2024-10-22,2025-08-06 00:00:00
C-00233,Leo,Jackson,leo.jackson233@example.com,UK,2024-09-15,2024-11-07 00:00:00
C-00234,Rosa,Haddad,rosa.haddad234@example.com,CA,2025-02-28,2025-04-28 00:00:00
C-00235,Marco,Novak,marco.novak235@example.com,AU,2025-06-03,2026-02-15 00:00:00
C-00236,Tara,Nguyen,tara.nguyen236@example.com,US,2025-06-29,2026-03-29 00:00:00
C-00237,Victor,Brown,victor.brown237@example.com,US,2024-09-06,2024-11-08 00:00:00
C-00238,Ava,Tanaka,ava.tanaka238@example.com,JP,2024-10-16,2025-03-05 00:00:00
C-00239,Arjun,Haddad,arjun.haddad239@example.com,AU,2025-05-18,2025-12-24 00:00:00
C-00240,Aisha,Lee,aisha.lee240@example.com,CA,2025-02-13,2025-11-03 00:00:00
C-00241,Nora,Chen,nora.chen241@example.com,US,2025-02-14,2025-06-07 00:00:00
C-00242,Zoe,Ali,zoe.ali242@example.com,IN,2024-11-13,2025-04-17 00:00:00
C-00243,Jonas,Rossi,jonas.rossi243@example.com,US,2024-07-06,2025-02-13 00:00:00
C-00244,Dante,Clark,dante.clark244@example.com,US,2025-02-17,2025-09-24 00:00:00
C-00245,June,Tanaka,,US,2024-12-31,2025-08-22 00:00:00
C-00246,Mateo,Kim,mateo.kim246@example.com,US,2025-06-15,2025-12-02 00:00:00
C-00247,Ali,Nguyen,ali.nguyen247@example.com,UK,2024-11-25,2024-12-26 00:00:00
C-00248,Wren,Weber,wren.weber248@example.com,CA,2025-04-08,2026-01-04 00:00:00
C-00249,Rosa,Miller,,AU,2025-03-07,2025-11-21 00:00:00
C-00250,Sam,Martinez,sam.martinez250@example.com,US,2025-05-11,2026-01-05 00:00:00
C-00251,Anya,Smith,anya.smith251@example.com,US,2024-12-19,2025-01-17 00:00:00
C-00252,Victor,Robinson,victor.robinson252@example.com,US,2024-06-02,2024-08-02 00:00:00
C-00253,Leo,Haddad,leo.haddad253@example.com,UK,2024-11-20,2025-07-01 00:00:00
C-00254,Nina,Davis,nina.davis254@example.com,US,2024-11-30,2024-12-06 00:00:00
C-00255,Wren,Martinez,wren.martinez255@example.com,CA,2024-08-24,2025-06-13 00:00:00
C-00256,Ava,Rossi,ava.rossi256@example.com,US,2025-07-01,2025-10-22 00:00:00
C-00257,Ravi,Hall,ravi.hall257@example.com,US,2025-04-18,2025-11-19 00:00:00
C-00258,Maya,Brown,maya.brown258@example.com,US,2025-06-08,2026-03-01 00:00:00
C-00259,Marco,Tanaka,marco.tanaka259@example.com,US,2025-02-07,2025-06-05 00:00:00
C-00260,Liam,Martinez,liam.martinez260@example.com,US,2025-02-06,2025-05-12 00:00:00
C-00261,Jonas,Garcia,jonas.garcia261@example.com,US,2024-10-18,2025-04-18 00:00:00
C-00262,Tara,Chen,tara.chen262@example.com,US,2025-01-15,2025-07-08 00:00:00
C-00263,Priya,Johnson,priya.johnson263@example.com,BR,2024-11-01,2025-03-03 00:00:00
C-00264,Theo,Robinson,,US,2024-06-05,2024-12-02 00:00:00
C-00265,Omar,Okafor,omar.okafor265@example.com,US,2025-01-17,2025-10-24 00:00:00
C-00266,Priya,Okafor,priya.okafor266@example.com,AU,2024-12-19,2025-05-08 00:00:00
C-00267,Lena,Smith,lena.smith267@example.com,US,2024-06-28,2024-08-26 00:00:00
C-00268,Liam,White,liam.white268@example.com,US,2024-10-14,2025-02-04 00:00:00
C-00269,Ethan,Smith,,US,2024-10-24,2025-02-19 00:00:00
C-00270,Rosa,Smith,rosa.smith270@example.com,US,2025-04-04,2025-05-13 00:00:00
C-00271,Elena,Anderson,elena.anderson271@example.com,UK,2024-10-11,2024-11-28 00:00:00
C-00272,Hana,Thomas,hana.thomas272@example.com,US,2024-10-02,2025-04-25 00:00:00
C-00273,Lucas,Robinson,,AU,2024-06-19,2024-09-28 00:00:00
C-00274,Wren,Smith,wren.smith274@example.com,CA,2024-06-10,2025-03-23 00:00:00
C-00275,Maya,Smith,maya.smith275@example.com,US,2025-03-18,2025-05-30 00:00:00
C-00276,Priya,Costa,priya.costa276@example.com,US,2024-08-19,2024-09-17 00:00:00
C-00277,Ali,Khan,ali.khan277@example.com,US,2024-12-07,2025-07-21 00:00:00
C-00278,Marco,Taylor,marco.taylor278@example.com,US,2025-01-20,2025-10-11 00:00:00
C-00279,Diego,Johnson,diego.johnson279@example.com,US,2024-10-16,2025-01-07 00:00:00
C-00280,Hana,Robinson,hana.robinson280@example.com,UK,2024-12-09,2025-02-07 00:00:00
C-00281,Mateo,Weber,mateo.weber281@example.com,DE,2025-06-26,2025-08-20 00:00:00
C-00282,Aisha,Patel,aisha.patel282@example.com,CA,2024-12-09,2025-05-14 00:00:00
C-00283,Mateo,Rossi,,CA,2024-06-23,2024-11-10 00:00:00
C-00284,Ali,Taylor,ali.taylor284@example.com,US,2024-11-29,2025-02-14 00:00:00
C-00285,Yuki,Okafor,yuki.okafor285@example.com,AU,2024-07-22,2024-08-04 00:00:00
C-00286,Leo,Okafor,leo.okafor286@example.com,UK,2024-06-04,2024-10-26 00:00:00
C-00287,Jonas,Silva,jonas.silva287@example.com,US,2024-07-06,2025-04-19 00:00:00
C-00288,Wren,Tanaka,wren.tanaka288@example.com,US,2024-09-06,2025-03-20 00:00:00
C-00289,Kofi,Nguyen,kofi.nguyen289@example.com,CA,2025-02-25,2025-07-23 00:00:00
C-00290,Cleo,Clark,,UK,2025-05-20,2025-06-22 00:00:00
C-00291,Zoe,Tanaka,zoe.tanaka291@example.com,AU,2024-09-02,2024-11-16 00:00:00
C-00292,June,Martin,june.martin292@example.com,US,2024-07-25,2024-10-21 00:00:00
C-00293,Sofia,Novak,sofia.novak293@example.com,CA,2024-10-04,2025-05-21 00:00:00
C-00294,Zoe,Chen,zoe.chen294@example.com,US,2024-09-29,2025-06-19 00:00:00
C-00295,Nina,Hall,nina.hall295@example.com,AU,2025-04-06,2026-01-01 00:00:00
C-00296,June,Silva,june.silva296@example.com,US,2024-07-13,2025-05-04 00:00:00
